rank,star,status,status_datetime,officer_id,trr_id
Sergeant of Police,,SUBMITTED,2019-09-22 01:59:00-05:00,8887,3419413
Lieutenant of Police,,APPROVED,2019-09-22 02:01:00-05:00,14907,3419413
Police Officer,,SUBMITTED,2020-03-04 11:38:00-06:00,6706,3419413
Sergeant of Police,,APPROVED,2020-03-04 01:45:00-06:00,1852,3419413
Detention Aide,,SUBMITTED,2019-09-22 02:00:00-05:00,7087,3419414
Sergeant of Police,,SUBMITTED,2019-09-22 02:04:00-05:00,8887,3419414
Lieutenant of Police,,APPROVED,2019-09-22 02:09:00-05:00,14907,3419414
Police Officer,,SUBMITTED,2020-03-04 11:43:00-06:00,6706,3419414
Sergeant of Police,,APPROVED,2020-03-04 01:43:00-06:00,1852,3419414
Police Officer,,SUBMITTED,2019-09-22 01:01:00-05:00,34982,3419501
Sergeant of Police,,SUBMITTED,2019-09-22 01:22:00-05:00,8887,3419501
Police Officer,,SUBMITTED,2019-09-22 02:01:00-05:00,34982,3419501
Lieutenant of Police,,APPROVED,2019-09-22 02:25:00-05:00,14907,3419501
Police Officer,,SUBMITTED,2020-03-04 11:48:00-06:00,6706,3419501
Sergeant of Police,,APPROVED,2020-03-04 01:17:00-06:00,1852,3419501
Police Officer,,SUBMITTED,2019-09-22 01:00:00-05:00,34047,3419509
Sergeant of Police,,SUBMITTED,2019-09-22 01:21:00-05:00,8887,3419509
Police Officer,,SUBMITTED,2019-09-22 02:02:00-05:00,34047,3419509
Lieutenant of Police,,APPROVED,2019-09-22 02:21:00-05:00,14907,3419509
Police Officer,,SUBMITTED,2020-03-04 11:52:00-06:00,6706,3419509
Sergeant of Police,,APPROVED,2020-03-04 01:12:00-06:00,1852,3419509
Police Officer,,SUBMITTED,2019-09-22 12:57:00-05:00,34173,3419524
Sergeant of Police,,SUBMITTED,2019-09-22 01:13:00-05:00,8887,3419524
Lieutenant of Police,,APPROVED,2019-09-22 01:28:00-05:00,14907,3419524
Police Officer,,SUBMITTED,2020-03-04 12:17:00-06:00,6706,3419524
Sergeant of Police,,APPROVED,2020-03-04 01:08:00-06:00,1852,3419524
Police Officer,,SUBMITTED,2019-09-22 01:00:00-05:00,9706,3419547
Sergeant of Police,,SUBMITTED,2019-09-22 01:07:00-05:00,8887,3419547
Police Officer,,SUBMITTED,2019-09-22 02:00:00-05:00,9706,3419547
Lieutenant of Police,,APPROVED,2019-09-22 02:05:00-05:00,14907,3419547
Police Officer,,SUBMITTED,2020-03-04 12:22:00-06:00,6706,3419547
Sergeant of Police,,APPROVED,2020-03-04 01:05:00-06:00,1852,3419547
Sergeant of Police,,SUBMITTED,2019-09-22 01:58:00-05:00,32020,3419997
Sergeant of Police,,SUBMITTED,2019-09-22 01:59:00-05:00,8887,3419997
Lieutenant of Police,,APPROVED,2019-09-22 02:14:00-05:00,14907,3419997
Police Officer,,SUBMITTED,2020-03-04 12:29:00-06:00,6706,3419997
Sergeant of Police,,APPROVED,2020-03-04 01:04:00-06:00,1852,3419997
Police Officer,,SUBMITTED,2019-09-22 08:38:00-05:00,32649,3423400
Sergeant of Police,,SUBMITTED,2019-09-22 10:31:00-05:00,28529,3423400
Lieutenant of Police,,APPROVED,2019-09-22 11:25:00-05:00,16613,3423400
Police Officer,,SUBMITTED,2020-02-24 12:33:00-06:00,6706,3423400
Sergeant of Police,,APPROVED,2020-03-23 02:57:00-05:00,1852,3423400
Police Officer,,SUBMITTED,2019-09-22 09:38:00-05:00,21137,3423466
Sergeant of Police,,SUBMITTED,2019-09-22 10:30:00-05:00,28529,3423466
Lieutenant of Police,,APPROVED,2019-09-22 11:15:00-05:00,16613,3423466
Police Officer,,SUBMITTED,2020-02-24 11:50:00-06:00,6706,3423466
Sergeant of Police,,SUBMITTED,2020-02-25 01:24:00-06:00,1852,3423466
Sergeant of Police,,SUBMITTED,2020-03-16 12:31:00-05:00,2216,3423466
Sergeant of Police,,APPROVED,2020-06-18 03:20:00-05:00,1852,3423466
Police Officer,,SUBMITTED,2019-09-22 10:33:00-05:00,28251,3423620
Sergeant of Police,,SUBMITTED,2019-09-22 10:45:00-05:00,1366,3423620
Lieutenant of Police,,APPROVED,2019-09-22 11:02:00-05:00,11450,3423620
Police Officer,,SUBMITTED,2020-02-26 09:54:00-06:00,19274,3423620
Sergeant of Police,,APPROVED,2020-02-27 01:05:00-06:00,1852,3423620
Police Officer,,SUBMITTED,2019-09-23 01:33:00-05:00,33313,3423861
Sergeant of Police,,SUBMITTED,2019-09-23 04:25:00-05:00,5444,3423861
Lieutenant of Police,,APPROVED,2019-09-23 10:02:00-05:00,3193,3423861
Police Officer,,SUBMITTED,2019-11-06 03:47:00-06:00,29403,3423861
Sergeant of Police,,APPROVED,2019-11-07 02:59:00-06:00,1852,3423861
Police Officer,,SUBMITTED,2019-09-23 03:27:00-05:00,8508,3423889
Sergeant of Police,,SUBMITTED,2019-09-23 04:58:00-05:00,5444,3423889
Lieutenant of Police,,APPROVED,2019-09-23 11:41:00-05:00,3193,3423889
Police Officer,,SUBMITTED,2019-11-06 03:24:00-06:00,29403,3423889
Sergeant of Police,,APPROVED,2019-11-07 03:05:00-06:00,1852,3423889
Police Officer,,SUBMITTED,2019-09-23 03:07:00-05:00,21126,3423933
Sergeant of Police,,SUBMITTED,2019-09-23 05:05:00-05:00,5444,3423933
Lieutenant of Police,,APPROVED,2019-09-23 10:26:00-05:00,3193,3423933
Police Officer,,SUBMITTED,2019-11-06 03:31:00-06:00,29403,3423933
Sergeant of Police,,APPROVED,2019-11-07 03:09:00-06:00,1852,3423933
Police Officer,,SUBMITTED,2019-09-23 03:35:00-05:00,8508,3424630
Sergeant of Police,,SUBMITTED,2019-09-23 05:11:00-05:00,5444,3424630
Lieutenant of Police,,APPROVED,2019-09-23 11:18:00-05:00,3193,3424630
Police Officer,,SUBMITTED,2019-11-06 03:34:00-06:00,29403,3424630
Sergeant of Police,,APPROVED,2019-11-07 03:04:00-06:00,1852,3424630
Police Officer,,SUBMITTED,2019-09-23 12:56:00-05:00,34590,3424636
Sergeant of Police,,SUBMITTED,2019-09-23 01:13:00-05:00,12094,3424636
Lieutenant of Police,,APPROVED,2019-09-23 01:44:00-05:00,11450,3424636
Police Officer,,SUBMITTED,2019-09-23 01:07:00-05:00,3664,3424678
Sergeant of Police,,SUBMITTED,2019-09-23 01:15:00-05:00,12094,3424678
Lieutenant of Police,,APPROVED,2019-09-23 01:31:00-05:00,11450,3424678
Police Officer,,SUBMITTED,2019-09-23 03:02:00-05:00,32787,3424922
Sergeant of Police,,SUBMITTED,2019-09-23 04:01:00-05:00,5664,3424922
Lieutenant of Police,,APPROVED,2019-09-23 04:09:00-05:00,29741,3424922
Police Officer,,SUBMITTED,2020-02-19 08:58:00-06:00,8790,3424922
Sergeant of Police,,APPROVED,2020-02-25 10:16:00-06:00,2216,3424922
Police Officer,,SUBMITTED,2019-09-23 02:44:00-05:00,5431,3424962
Sergeant of Police,,SUBMITTED,2019-09-23 03:19:00-05:00,25030,3424962
Lieutenant of Police,,APPROVED,2019-09-23 03:20:00-05:00,14968,3424962
Police Officer,,SUBMITTED,2019-09-23 03:37:00-05:00,32643,3424966
Sergeant of Police,,SUBMITTED,2019-09-23 04:13:00-05:00,5664,3424966
Lieutenant of Police,,APPROVED,2019-09-23 04:20:00-05:00,29741,3424966
Police Officer,,SUBMITTED,2020-02-19 09:01:00-06:00,8790,3424966
Sergeant of Police,,APPROVED,2020-02-25 10:16:00-06:00,2216,3424966
Police Officer,,SUBMITTED,2019-09-23 03:12:00-05:00,14079,3425188
Sergeant of Police,,SUBMITTED,2019-09-23 03:33:00-05:00,25030,3425188
Lieutenant of Police,,APPROVED,2019-09-23 03:40:00-05:00,14968,3425188
Police Officer,,SUBMITTED,2019-09-23 02:58:00-05:00,1199,3425190
Police Officer,,SUBMITTED,2019-09-23 04:08:00-05:00,1199,3425190
Sergeant of Police,,SUBMITTED,2019-09-23 04:13:00-05:00,31816,3425190
Lieutenant of Police,,APPROVED,2019-09-23 05:37:00-05:00,17493,3425190
Police Officer,,SUBMITTED,2020-03-05 08:45:00-06:00,1858,3425190
Sergeant of Police,,APPROVED,2020-03-05 11:22:00-06:00,1852,3425190
Police Officer,,SUBMITTED,2019-09-23 03:39:00-05:00,24916,3425267
Police Officer,,SUBMITTED,2019-09-23 04:10:00-05:00,24916,3425267
Sergeant of Police,,SUBMITTED,2019-09-23 04:12:00-05:00,31816,3425267
Lieutenant of Police,,APPROVED,2019-09-23 05:38:00-05:00,17493,3425267
Police Officer,,SUBMITTED,2020-03-05 08:39:00-06:00,1858,3425267
Sergeant of Police,,APPROVED,2020-03-05 11:20:00-06:00,1852,3425267
Police Officer,,SUBMITTED,2019-09-23 04:46:00-05:00,25177,3435035
Sergeant of Police,,SUBMITTED,2019-09-23 05:44:00-05:00,1444,3435035
Lieutenant of Police,,APPROVED,2019-09-23 06:11:00-05:00,1974,3435035
Police Officer,,SUBMITTED,2020-03-06 02:13:00-06:00,19375,3435035
Sergeant of Police,,APPROVED,2020-03-09 09:01:00-05:00,1852,3435035
Police Officer / Field Training Officer,,SUBMITTED,2019-09-23 06:57:00-05:00,22284,3436106
Sergeant of Police,,SUBMITTED,2019-09-23 07:34:00-05:00,32164,3436106
Lieutenant of Police,,APPROVED,2019-09-23 07:54:00-05:00,4505,3436106
Police Officer,,SUBMITTED,2019-10-19 11:12:00-05:00,4486,3785752
Police Officer / Field Training Officer,,SUBMITTED,2019-09-23 11:11:00-05:00,5454,3437588
Sergeant of Police,,SUBMITTED,2019-09-24 01:30:00-05:00,16299,3437588
Lieutenant of Police,,APPROVED,2019-09-24 02:43:00-05:00,1532,3437588
Police Officer,,SUBMITTED,2019-09-23 11:22:00-05:00,34993,3437679
Sergeant of Police,,SUBMITTED,2019-09-24 01:29:00-05:00,16299,3437679
Lieutenant of Police,,APPROVED,2019-09-24 03:06:00-05:00,1532,3437679
Police Officer / Field Training Officer,,SUBMITTED,2019-09-23 10:39:00-05:00,4383,3437771
Sergeant of Police,,SUBMITTED,2019-09-23 11:13:00-05:00,2297,3437771
Lieutenant of Police,,APPROVED,2019-09-23 11:32:00-05:00,20330,3437771
Police Officer,,SUBMITTED,2020-03-05 08:06:00-06:00,6706,3437771
Sergeant of Police,,APPROVED,2020-03-06 08:21:00-06:00,1852,3437771
Police Officer,,SUBMITTED,2019-09-24 01:55:00-05:00,10086,3438429
Sergeant of Police,,SUBMITTED,2019-09-24 02:05:00-05:00,26181,3438429
Lieutenant of Police,,APPROVED,2019-09-24 02:45:00-05:00,14570,3438429
Police Officer,,SUBMITTED,2020-03-03 03:52:00-06:00,15895,3438429
Sergeant of Police,,APPROVED,2020-03-11 01:26:00-05:00,1852,3438429
Police Officer,,SUBMITTED,2019-09-24 01:55:00-05:00,23700,3438444
Sergeant of Police,,SUBMITTED,2019-09-24 02:06:00-05:00,26181,3438444
Lieutenant of Police,,APPROVED,2019-09-24 02:43:00-05:00,14570,3438444
Police Officer,,SUBMITTED,2020-03-11 02:32:00-05:00,15895,3438444
Sergeant of Police,,APPROVED,2020-03-11 02:54:00-05:00,1852,3438444
Police Officer,,SUBMITTED,2019-09-24 02:05:00-05:00,3782,3438520
Sergeant of Police,,SUBMITTED,2019-09-24 02:07:00-05:00,26181,3438520
Lieutenant of Police,,APPROVED,2019-09-24 02:38:00-05:00,14570,3438520
Police Officer,,SUBMITTED,2020-03-03 04:07:00-06:00,15895,3438520
Sergeant of Police,,APPROVED,2020-03-11 01:50:00-05:00,1852,3438520
Sergeant of Police,,SUBMITTED,2019-09-24 03:15:00-05:00,21522,3438705
Sergeant of Police,,SUBMITTED,2019-09-24 03:40:00-05:00,2694,3438705
Lieutenant of Police,,APPROVED,2019-09-24 05:00:00-05:00,10446,3438705
Sergeant of Police,,APPROVED,2020-01-06 07:44:00-06:00,5411,3438705
Sergeant of Police,,SUBMITTED,2020-01-06 07:44:00-06:00,5411,3438705
Police Officer as Detective,,SUBMITTED,2019-09-25 03:08:00-05:00,16696,3445249
Sergeant of Police,,SUBMITTED,2019-10-15 06:07:00-05:00,21818,3445249
Deputy Chief,,APPROVED,2019-12-17 12:51:00-06:00,29215,3445249
Police Officer,,SUBMITTED,2019-09-24 08:12:00-05:00,34374,3450909
Sergeant of Police,,SUBMITTED,2019-09-24 08:25:00-05:00,12831,3450909
Lieutenant of Police,,APPROVED,2019-09-24 08:35:00-05:00,30893,3450909
Police Officer,,SUBMITTED,2019-09-25 12:53:00-05:00,34933,3452914
Sergeant of Police,,SUBMITTED,2019-09-25 01:45:00-05:00,7725,3452914
Lieutenant of Police,,APPROVED,2019-09-25 02:17:00-05:00,28158,3452914
Sergeant of Police,,SUBMITTED,2019-10-23 01:36:00-05:00,18841,3452914
Sergeant of Police,,APPROVED,2019-10-23 02:12:00-05:00,1852,3452914
Police Officer,,SUBMITTED,2019-09-25 01:52:00-05:00,5438,3453114
Sergeant of Police,,SUBMITTED,2019-09-25 02:10:00-05:00,6781,3453114
Police Officer,,SUBMITTED,2019-09-25 02:16:00-05:00,5438,3453114
Lieutenant of Police,,APPROVED,2019-09-25 02:28:00-05:00,13829,3453114
Police Officer,,SUBMITTED,2019-09-25 04:45:00-05:00,3057,3454010
Sergeant of Police,,SUBMITTED,2019-09-25 06:42:00-05:00,15277,3454010
Police Officer,,SUBMITTED,2019-09-26 03:27:00-05:00,3057,3454010
Lieutenant of Police,,APPROVED,2019-09-26 03:44:00-05:00,20125,3454010
Police Officer,,SUBMITTED,2020-03-24 10:56:00-05:00,345,3454010
Lieutenant of Police,,APPROVED,2019-09-26 09:12:00-05:00,4759,3469585
Sergeant of Police,,APPROVED,2020-03-25 07:31:00-05:00,5411,3454010
Police Officer,,SUBMITTED,2019-09-25 04:59:00-05:00,34697,3454036
Sergeant of Police,,SUBMITTED,2019-09-25 06:44:00-05:00,15277,3454036
Lieutenant of Police,,APPROVED,2019-09-26 03:09:00-05:00,20125,3454036
Police Officer,,SUBMITTED,2020-03-24 10:58:00-05:00,345,3454036
Sergeant of Police,,APPROVED,2020-03-25 07:33:00-05:00,5411,3454036
Police Officer,,SUBMITTED,2019-09-25 05:12:00-05:00,5894,3454053
Sergeant of Police,,SUBMITTED,2019-09-25 06:45:00-05:00,15277,3454053
Lieutenant of Police,,APPROVED,2019-09-26 03:06:00-05:00,20125,3454053
Police Officer,,SUBMITTED,2020-03-24 11:00:00-05:00,345,3454053
Sergeant of Police,,APPROVED,2020-03-25 07:36:00-05:00,5411,3454053
Police Officer,,SUBMITTED,2019-09-25 05:32:00-05:00,27619,3463874
Lieutenant of Police,,SUBMITTED,2019-09-25 05:37:00-05:00,14691,3463874
Lieutenant of Police,,APPROVED,2019-09-25 05:47:00-05:00,14691,3463874
Police Officer,,SUBMITTED,2019-09-25 08:44:00-05:00,33996,3465982
Sergeant of Police,,SUBMITTED,2019-09-25 09:44:00-05:00,26018,3465982
Lieutenant of Police,,APPROVED,2019-09-26 04:28:00-05:00,20891,3465982
Police Officer,,SUBMITTED,2019-09-25 08:46:00-05:00,34883,3466125
Sergeant of Police,,SUBMITTED,2019-09-25 09:40:00-05:00,26018,3466125
Lieutenant of Police,,APPROVED,2019-09-26 04:33:00-05:00,20891,3466125
Police Officer,,SUBMITTED,2019-09-25 08:42:00-05:00,34272,3466223
Sergeant of Police,,SUBMITTED,2019-09-25 09:37:00-05:00,26018,3466223
Police Officer,,SUBMITTED,2019-09-26 04:11:00-05:00,34272,3466223
Lieutenant of Police,,APPROVED,2019-09-26 04:17:00-05:00,20891,3466223
Police Officer,,SUBMITTED,2019-09-25 08:58:00-05:00,34017,3466417
Sergeant of Police,,SUBMITTED,2019-09-25 09:35:00-05:00,26018,3466417
Police Officer,,SUBMITTED,2019-09-26 04:13:00-05:00,34017,3466417
Lieutenant of Police,,APPROVED,2019-09-26 04:30:00-05:00,20891,3466417
Police Officer,,SUBMITTED,2019-09-26 02:14:00-05:00,33983,3468177
Sergeant of Police,,SUBMITTED,2019-09-26 02:34:00-05:00,24128,3468177
Police Officer,,SUBMITTED,2019-09-26 02:54:00-05:00,33983,3468177
Lieutenant of Police,,APPROVED,2019-09-26 03:17:00-05:00,13829,3468177
Police Officer,,SUBMITTED,2020-04-09 10:22:00-05:00,17646,3468177
Sergeant of Police,,APPROVED,2020-04-16 11:49:00-05:00,2216,3468177
Police Officer,,SUBMITTED,2019-09-26 02:13:00-05:00,34070,3468248
Police Officer,,SUBMITTED,2019-09-26 02:53:00-05:00,34070,3468248
Sergeant of Police,,SUBMITTED,2019-09-26 03:02:00-05:00,24128,3468248
Lieutenant of Police,,APPROVED,2019-09-26 03:17:00-05:00,13829,3468248
Police Officer,,SUBMITTED,2020-04-09 10:24:00-05:00,17646,3468248
Sergeant of Police,,APPROVED,2020-04-16 11:48:00-05:00,2216,3468248
Police Officer,,SUBMITTED,2019-09-26 02:53:00-05:00,32840,3468569
Sergeant of Police,,SUBMITTED,2019-09-26 03:13:00-05:00,14982,3468569
Police Officer,,SUBMITTED,2019-09-26 03:25:00-05:00,32840,3468569
Lieutenant of Police,,APPROVED,2019-09-26 03:34:00-05:00,13829,3468569
Police Officer,,SUBMITTED,2020-04-09 10:33:00-05:00,17646,3468569
Sergeant of Police,,APPROVED,2020-04-16 11:47:00-05:00,2216,3468569
Police Officer,,SUBMITTED,2019-09-26 02:47:00-05:00,34789,3468570
Sergeant of Police,,SUBMITTED,2019-09-26 03:02:00-05:00,14982,3468570
Police Officer,,SUBMITTED,2019-09-26 03:24:00-05:00,34789,3468570
Lieutenant of Police,,APPROVED,2019-09-26 03:31:00-05:00,13829,3468570
Police Officer,,SUBMITTED,2020-04-09 10:45:00-05:00,17646,3468570
Sergeant of Police,,APPROVED,2020-04-16 11:47:00-05:00,2216,3468570
Police Officer,,SUBMITTED,2019-09-26 07:31:00-05:00,5449,3469585
Sergeant of Police,,SUBMITTED,2019-09-26 09:04:00-05:00,6781,3469585
Police Officer,,SUBMITTED,2019-09-27 06:20:00-05:00,16515,3474116
Sergeant of Police,,SUBMITTED,2019-09-27 06:40:00-05:00,16699,3474116
Lieutenant of Police,,APPROVED,2019-09-27 08:46:00-05:00,20939,3474116
Police Officer,,SUBMITTED,2019-09-26 04:24:00-05:00,21969,3474590
Sergeant of Police,,SUBMITTED,2019-09-26 04:33:00-05:00,24924,3474590
Lieutenant of Police,,APPROVED,2019-09-26 04:45:00-05:00,32401,3474590
Police Officer,,SUBMITTED,2019-09-26 06:41:00-05:00,34889,3474743
Sergeant of Police,,SUBMITTED,2019-09-27 10:07:00-05:00,23952,3474743
Lieutenant of Police,,APPROVED,2019-09-27 11:35:00-05:00,11008,3474743
Police Officer,,SUBMITTED,2019-09-26 05:08:00-05:00,11398,3474753
Sergeant of Police,,SUBMITTED,2019-09-27 10:03:00-05:00,23952,3474753
Police Officer,,SUBMITTED,2019-09-27 10:32:00-05:00,11398,3474753
Lieutenant of Police,,APPROVED,2019-09-27 11:30:00-05:00,11008,3474753
Police Officer,,SUBMITTED,2019-09-26 04:47:00-05:00,28693,3475132
Sergeant of Police,,SUBMITTED,2019-09-27 10:25:00-05:00,23952,3475132
Lieutenant of Police,,APPROVED,2019-09-27 11:45:00-05:00,11008,3475132
Police Officer,,SUBMITTED,2019-09-27 06:08:00-05:00,34951,3475181
Sergeant of Police,,SUBMITTED,2019-09-27 09:58:00-05:00,23952,3475181
Lieutenant of Police,,APPROVED,2019-09-27 12:09:00-05:00,11008,3475181
Police Officer,,SUBMITTED,2019-09-26 06:21:00-05:00,22722,3476542
Police Officer,,SUBMITTED,2019-09-26 06:49:00-05:00,22722,3476542
Sergeant of Police,,SUBMITTED,2019-09-26 07:02:00-05:00,17134,3476542
Lieutenant of Police,,APPROVED,2019-09-26 07:10:00-05:00,11450,3476542
Police Officer,,SUBMITTED,2019-09-26 07:17:00-05:00,32761,3477325
Sergeant of Police,,SUBMITTED,2019-09-26 08:40:00-05:00,6565,3477325
Lieutenant of Police,,APPROVED,2019-09-26 09:07:00-05:00,11450,3477325
Police Officer,,SUBMITTED,2020-03-11 03:30:00-05:00,15895,3477325
Sergeant of Police,,APPROVED,2020-03-12 09:53:00-05:00,1852,3477325
Police Officer,,SUBMITTED,2019-09-26 04:51:00-05:00,29594,3477365
Sergeant of Police,,SUBMITTED,2019-09-26 06:41:00-05:00,17134,3477365
Lieutenant of Police,,APPROVED,2019-09-26 06:56:00-05:00,11450,3477365
Police Officer,,SUBMITTED,2019-09-26 06:04:00-05:00,11782,3478202
Sergeant of Police,,SUBMITTED,2019-09-26 08:08:00-05:00,15437,3478202
Lieutenant of Police,,APPROVED,2019-09-26 08:41:00-05:00,27504,3478202
Sergeant of Police,,APPROVED,2019-10-01 05:21:00-05:00,1852,3478202
Police Officer,,SUBMITTED,2019-09-26 07:57:00-05:00,34567,3478538
Sergeant of Police,,SUBMITTED,2019-09-26 08:32:00-05:00,4614,3478538
Lieutenant of Police,,APPROVED,2019-09-26 09:50:00-05:00,19591,3478538
Police Officer,,SUBMITTED,2020-04-09 10:41:00-05:00,28843,3478538
Police Officer,,SUBMITTED,2019-09-26 08:13:00-05:00,16553,3479248
Sergeant of Police,,SUBMITTED,2019-09-26 08:24:00-05:00,4614,3479248
Lieutenant of Police,,APPROVED,2019-09-26 08:58:00-05:00,19591,3479248
Police Officer,,SUBMITTED,2020-04-09 10:46:00-05:00,28843,3479248
Sergeant of Police,,APPROVED,2020-04-16 11:56:00-05:00,2216,3479248
Police Officer,,SUBMITTED,2019-09-26 09:15:00-05:00,28771,3479324
Sergeant of Police,,SUBMITTED,2019-09-26 09:53:00-05:00,4262,3479324
Lieutenant of Police,,APPROVED,2019-09-26 10:21:00-05:00,11383,3479324
Police Officer,,SUBMITTED,2020-03-05 08:20:00-06:00,8790,3479324
Sergeant of Police,,APPROVED,2020-04-03 01:13:00-05:00,2216,3479324
Police Officer,,SUBMITTED,2019-09-26 09:16:00-05:00,1352,3479459
Sergeant of Police,,SUBMITTED,2019-09-26 10:39:00-05:00,4262,3479459
Lieutenant of Police,,APPROVED,2019-09-26 11:06:00-05:00,11383,3479459
Police Officer,,SUBMITTED,2019-09-26 10:32:00-05:00,34997,3479817
Sergeant of Police,,SUBMITTED,2019-09-26 10:37:00-05:00,4614,3479817
Lieutenant of Police,,APPROVED,2019-09-26 10:47:00-05:00,19591,3479817
Police Officer,,SUBMITTED,2020-04-09 10:48:00-05:00,28843,3479817
Sergeant of Police,,APPROVED,2020-04-16 11:53:00-05:00,2216,3479817
Police Officer / Field Training Officer,,SUBMITTED,2019-09-26 11:15:00-05:00,986,3480452
Sergeant of Police,,SUBMITTED,2019-09-26 11:21:00-05:00,4614,3480452
Lieutenant of Police,,APPROVED,2019-09-26 11:34:00-05:00,19591,3480452
Police Officer,,SUBMITTED,2020-04-09 10:49:00-05:00,28843,3480452
Sergeant of Police,,APPROVED,2020-04-16 11:52:00-05:00,2216,3480452
Police Officer,,SUBMITTED,2019-09-27 12:00:00-05:00,19305,3480828
Sergeant of Police,,SUBMITTED,2019-09-27 02:19:00-05:00,3987,3480828
Lieutenant of Police,,APPROVED,2019-09-27 03:14:00-05:00,11383,3480828
Police Officer,,SUBMITTED,2019-09-27 02:38:00-05:00,1599,3481420
Sergeant of Police,,SUBMITTED,2019-09-27 04:05:00-05:00,14462,3481420
Lieutenant of Police,,APPROVED,2019-09-27 04:18:00-05:00,11178,3481420
Police Officer,,SUBMITTED,2020-03-04 08:11:00-06:00,11086,3481420
Sergeant of Police,,APPROVED,2020-03-11 03:36:00-05:00,2216,3481420
Police Officer,,SUBMITTED,2019-09-27 02:38:00-05:00,34335,3481594
Sergeant of Police,,SUBMITTED,2019-09-27 04:06:00-05:00,14462,3481594
Lieutenant of Police,,APPROVED,2019-09-27 04:23:00-05:00,11178,3481594
Police Officer,,SUBMITTED,2020-03-04 08:15:00-06:00,11086,3481594
Sergeant of Police,,APPROVED,2020-03-11 03:36:00-05:00,2216,3481594
Police Officer,,SUBMITTED,2019-09-27 03:38:00-05:00,28034,3481629
Sergeant of Police,,SUBMITTED,2019-09-27 10:02:00-05:00,24887,3481629
Lieutenant of Police,,APPROVED,2019-09-28 01:42:00-05:00,5956,3481629
Police Officer,,SUBMITTED,2020-01-15 09:47:00-06:00,29403,3481629
Sergeant of Police,,APPROVED,2020-01-24 08:43:00-06:00,5411,3481629
Police Officer,,SUBMITTED,2019-09-27 04:06:00-05:00,32193,3481952
Sergeant of Police,,SUBMITTED,2019-09-27 04:16:00-05:00,31892,3481952
Police Officer,,SUBMITTED,2019-09-27 04:25:00-05:00,32193,3481952
Lieutenant of Police,,APPROVED,2019-09-28 02:12:00-05:00,5956,3481952
Police Officer,,SUBMITTED,2020-01-15 09:55:00-06:00,29403,3481952
Sergeant of Police,,APPROVED,2020-01-24 08:47:00-06:00,5411,3481952
Police Officer,,SUBMITTED,2019-09-27 07:34:00-05:00,29888,3482949
Sergeant of Police,,SUBMITTED,2019-09-27 08:39:00-05:00,7595,3482949
Lieutenant of Police,,APPROVED,2019-09-27 11:46:00-05:00,9648,3482949
Police Officer,,SUBMITTED,2020-02-10 09:39:00-06:00,12630,3482949
Sergeant of Police,,APPROVED,2020-02-25 02:46:00-06:00,5411,3482949
Police Officer,,SUBMITTED,2019-09-27 07:33:00-05:00,20668,3482985
Sergeant of Police,,SUBMITTED,2019-09-27 08:38:00-05:00,7595,3482985
Lieutenant of Police,,APPROVED,2019-09-27 11:36:00-05:00,9648,3482985
Police Officer,,SUBMITTED,2020-02-10 09:17:00-06:00,12630,3482985
Sergeant of Police,,APPROVED,2020-02-25 02:58:00-06:00,5411,3482985
Police Officer,,SUBMITTED,2019-09-27 11:56:00-05:00,34864,3494006
Sergeant of Police,,SUBMITTED,2019-09-28 01:08:00-05:00,22396,3494006
Lieutenant of Police,,APPROVED,2019-09-28 01:26:00-05:00,20330,3494006
Sergeant of Police,,SUBMITTED,2020-03-12 10:31:00-05:00,1852,3494006
Sergeant of Police,,APPROVED,2020-03-12 10:31:00-05:00,1852,3494006
Police Officer,,SUBMITTED,2019-09-28 12:25:00-05:00,34798,3498071
Sergeant of Police,,SUBMITTED,2019-09-28 11:10:00-05:00,21522,3498071
Lieutenant of Police,,APPROVED,2019-09-29 06:43:00-05:00,30302,3498071
Sergeant of Police,,APPROVED,2020-02-28 09:13:00-06:00,5411,3498071
Sergeant of Police,,SUBMITTED,2020-02-28 09:13:00-06:00,5411,3498071
Police Officer,,SUBMITTED,2019-09-28 12:22:00-05:00,32596,3498249
Sergeant of Police,,SUBMITTED,2019-09-28 11:17:00-05:00,21522,3498249
Lieutenant of Police,,APPROVED,2019-09-29 06:37:00-05:00,30302,3498249
Sergeant of Police,,APPROVED,2020-02-28 09:12:00-06:00,5411,3498249
Sergeant of Police,,SUBMITTED,2020-02-28 09:12:00-06:00,5411,3498249
Police Officer,,SUBMITTED,2019-09-28 12:53:00-05:00,19686,3498432
Sergeant of Police,,SUBMITTED,2019-09-28 11:29:00-05:00,21522,3498432
Lieutenant of Police,,APPROVED,2019-09-29 06:33:00-05:00,30302,3498432
Sergeant of Police,,APPROVED,2020-02-28 09:11:00-06:00,5411,3498432
Sergeant of Police,,SUBMITTED,2020-02-28 09:11:00-06:00,5411,3498432
Sergeant of Police,,SUBMITTED,2019-09-28 01:12:00-05:00,21522,3498514
Lieutenant of Police,,SUBMITTED,2019-09-29 07:10:00-05:00,30302,3498514
Lieutenant of Police,,APPROVED,2019-09-29 07:13:00-05:00,30302,3498514
Sergeant of Police,,APPROVED,2020-02-28 09:09:00-06:00,5411,3498514
Sergeant of Police,,SUBMITTED,2020-02-28 09:09:00-06:00,5411,3498514
Police Officer,,SUBMITTED,2019-09-28 02:40:00-05:00,554,3499118
